Year,Week,Date,Specimens_Other,Adenovirus_count,Adenovirus_pct,RSV_count,RSV_pct,Metapneumovirus_count,Metapneumovirus_pct,Rhinovirus_Enterovirus_count,Rhinovirus_Enterovirus_pct,SARS_CoV_2_count,SARS_CoV_2_pct,From,To,MidDate,RSV_proportion,Metapneumovirus_proportion,Adenovirus_proportion
2023,23,04/06 - 10/06,4949.0,32,0.65,150.0,3.03,78.0,1.58,71.0,58.0,148.0,2.99,2023-06-04,2023-06-10,2023-06-07 00:00:00,0.030299999999999997,0.0158,0.006500000000000001
2023,24,11/06 - 17/06,5304.0,29,0.55,167.0,3.15,101.0,1.9,67.0,44.0,206.0,3.88,2023-06-11,2023-06-17,2023-06-14 00:00:00,0.0315,0.019,0.0055000000000000005
2023,25,18/06 - 24/06,4700.0,41,0.87,203.0,4.32,151.0,3.21,86.0,44.0,239.0,5.09,2023-06-18,2023-06-24,2023-06-21 00:00:00,0.0432,0.0321,0.0087
2023,26,25/06 - 01/07,5103.0,60,1.18,291.0,5.7,191.0,3.74,103.0,46.0,338.0,6.62,2023-06-25,2023-07-01,2023-06-28 00:00:00,0.057,0.0374,0.0118
2023,27,02/07 - 08/07,4697.0,42,0.89,287.0,6.11,180.0,3.83,92.0,47.0,270.0,5.75,2023-07-02,2023-07-08,2023-07-05 00:00:00,0.0611,0.0383,0.0089
2023,28,09/07 - 15/07,4620.0,46,1.0,272.0,5.89,190.0,4.11,80.0,37.0,245.0,5.3,2023-07-09,2023-07-15,2023-07-12 00:00:00,0.058899999999999994,0.041100000000000005,0.01
2023,29,16/07 - 22/07,5085.0,60,1.18,314.0,6.18,226.0,4.44,100.0,49.0,204.0,4.01,2023-07-16,2023-07-22,2023-07-19 00:00:00,0.061799999999999994,0.0444,0.0118
2023,30,23/07 - 29/07,5211.0,49,0.94,371.0,7.12,180.0,3.45,77.0,36.0,141.0,2.71,2023-07-23,2023-07-29,2023-07-26 00:00:00,0.0712,0.0345,0.009399999999999999
2023,31,30/07 - 05/08,5050.0,42,0.83,386.0,7.64,182.0,3.6,92.0,48.0,132.0,2.61,2023-07-30,2023-08-05,2023-08-02 00:00:00,0.0764,0.036000000000000004,0.0083
2023,32,06/08 - 12/08,5135.0,32,0.62,416.0,8.1,153.0,2.98,80.0,42.0,103.0,2.01,2023-08-06,2023-08-12,2023-08-09 00:00:00,0.081,0.0298,0.0062
2023,33,13/08 - 19/08,5385.0,40,0.74,407.0,7.56,123.0,2.28,95.0,56.0,114.0,2.12,2023-08-13,2023-08-19,2023-08-16 00:00:00,0.0756,0.022799999999999997,0.0074
2023,34,20/08 - 26/08,5461.0,19,0.35,439.0,8.04,101.0,1.85,99.0,75.0,135.0,2.47,2023-08-20,2023-08-26,2023-08-23 00:00:00,0.08039999999999999,0.018500000000000003,0.0034999999999999996
2023,35,27/08 - 02/09,4378.0,25,0.57,365.0,8.34,76.0,1.74,76.0,54.0,132.0,3.02,2023-08-27,2023-09-02,2023-08-30 00:00:00,0.0834,0.0174,0.005699999999999999
2023,36,03/09 - 09/09,6732.0,40,0.59,490.0,7.28,132.0,1.96,56.0,45.0,167.0,2.48,2023-09-03,2023-09-09,2023-09-06 00:00:00,0.0728,0.0196,0.0059
2023,37,10/09 - 16/09,6399.0,19,0.3,425.0,6.64,104.0,1.63,97.0,77.0,154.0,2.41,2023-09-10,2023-09-16,2023-09-13 00:00:00,0.0664,0.0163,0.003
2023,38,17/09 - 23/09,6569.0,35,0.53,417.0,6.35,83.0,1.26,92.0,71.0,314.0,4.78,2023-09-17,2023-09-23,2023-09-20 00:00:00,0.0635,0.0126,0.0053
2023,39,24/09 - 30/09,6329.0,32,0.51,371.0,5.86,100.0,1.58,84.0,69.0,281.0,4.44,2023-09-24,2023-09-30,2023-09-27 00:00:00,0.058600000000000006,0.0158,0.0051
2023,40,01/10 - 07/10,7204.0,23,0.32,274.0,3.8,96.0,1.33,101.0,84.0,272.0,3.78,2023-10-01,2023-10-07,2023-10-04 00:00:00,0.038,0.013300000000000001,0.0032
2023,41,08/10 - 14/10,5804.0,11,0.19,152.0,2.62,59.0,1.02,84.0,65.0,173.0,2.98,2023-10-08,2023-10-14,2023-10-11 00:00:00,0.0262,0.0102,0.0019
2023,42,15/10 - 21/10,5909.0,17,0.29,123.0,2.08,67.0,1.13,88.0,68.0,176.0,2.98,2023-10-15,2023-10-21,2023-10-18 00:00:00,0.0208,0.0113,0.0029
2023,43,22/10 - 28/10,5549.0,23,0.41,90.0,1.62,59.0,1.06,84.0,65.0,189.0,3.41,2023-10-22,2023-10-28,2023-10-25 00:00:00,0.016200000000000003,0.0106,0.0040999999999999995
2023,44,29/10 - 04/11,6306.0,83,1.32,81.0,1.28,88.0,1.4,99.0,85.0,335.0,5.31,2023-10-29,2023-11-04,2023-11-01 00:00:00,0.0128,0.013999999999999999,0.0132
2023,45,05/11 - 11/11,6188.0,99,1.6,45.0,0.73,84.0,1.36,83.0,56.0,332.0,5.37,2023-11-05,2023-11-11,2023-11-08 00:00:00,0.0073,0.013600000000000001,0.016
2023,46,12/11 - 18/11,5494.0,65,1.18,37.0,0.67,87.0,1.58,90.0,73.0,245.0,4.46,2023-11-12,2023-11-18,2023-11-15 00:00:00,0.0067,0.0158,0.0118
2023,47,19/11 - 25/11,6027.0,78,1.29,30.0,0.5,88.0,1.46,90.0,80.0,265.0,4.4,2023-11-19,2023-11-25,2023-11-22 00:00:00,0.005,0.0146,0.0129
2023,48,26/11 - 02/12,5929.0,70,1.18,26.0,0.44,78.0,1.32,99.0,91.0,246.0,4.15,2023-11-26,2023-12-02,2023-11-29 00:00:00,0.0044,0.0132,0.0118
2023,49,03/12 - 09/12,5828.0,70,1.2,16.0,0.27,66.0,1.13,95.0,85.0,236.0,4.05,2023-12-03,2023-12-09,2023-12-06 00:00:00,0.0027,0.0113,0.012
2023,50,10/12 - 16/12,5882.0,37,0.63,9.0,0.15,87.0,1.48,88.0,85.0,172.0,2.92,2023-12-10,2023-12-16,2023-12-13 00:00:00,0.0015,0.0148,0.0063
2023,51,17/12 - 23/12,5442.0,17,0.31,8.0,0.15,45.0,0.83,89.0,86.0,141.0,2.59,2023-12-17,2023-12-23,2023-12-20 00:00:00,0.0015,0.0083,0.0031
2023,52,24/12 - 30/12,6642.0,21,0.32,7.0,0.11,70.0,1.05,85.0,85.0,194.0,2.92,2023-12-24,2023-12-30,2023-12-27 00:00:00,0.0011,0.0105,0.0032
2024,1,31/12/2023 - 06/01,7106.0,34,0.48,24.0,0.34,77.0,1.08,92.0,90.0,212.0,2.98,2023-12-31,2024-01-06,2024-01-03 00:00:00,0.0034000000000000002,0.0108,0.0048
2024,2,07/01 - 13/01,7401.0,25,0.34,21.0,0.28,109.0,1.47,51.0,50.0,204.0,2.76,2024-01-07,2024-01-13,2024-01-10 00:00:00,0.0028000000000000004,0.0147,0.0034000000000000002
2024,3,14/01 - 20/01,6736.0,33,0.49,11.0,0.16,92.0,1.37,41.0,40.0,172.0,2.55,2024-01-14,2024-01-20,2024-01-17 00:00:00,0.0016,0.0137,0.0049
2024,4,21/01 - 27/01,6584.0,29,0.44,14.0,0.21,83.0,1.26,41.0,41.0,171.0,2.6,2024-01-21,2024-01-27,2024-01-24 00:00:00,0.0021,0.0126,0.0044
2024,5,28/01 - 03/02,7127.0,19,0.27,16.0,0.22,97.0,1.36,49.0,49.0,212.0,2.97,2024-01-28,2024-02-03,2024-01-31 00:00:00,0.0022,0.013600000000000001,0.0027
2024,6,04/02 - 10/02,6478.0,18,0.28,20.0,0.31,106.0,1.64,44.0,43.0,190.0,2.93,2024-02-04,2024-02-10,2024-02-07 00:00:00,0.0031,0.016399999999999998,0.0028000000000000004
2024,7,11/02 - 17/02,7960.0,16,0.2,28.0,0.35,161.0,2.02,43.0,43.0,228.0,2.86,2024-02-11,2024-02-17,2024-02-14 00:00:00,0.0034999999999999996,0.0202,0.002
2024,8,18/02 - 24/02,8766.0,23,0.26,40.0,0.46,212.0,2.42,49.0,49.0,242.0,2.76,2024-02-18,2024-02-24,2024-02-21 00:00:00,0.0046,0.0242,0.0026
2024,9,25/02 - 02/03,7842.0,26,0.33,37.0,0.47,226.0,2.88,48.0,48.0,216.0,2.75,2024-02-25,2024-03-02,2024-02-28 00:00:00,0.004699999999999999,0.0288,0.0033
2024,10,03/03 - 09/03,8436.0,28,0.33,49.0,0.58,227.0,2.69,45.0,44.0,205.0,2.43,2024-03-03,2024-03-09,2024-03-06 00:00:00,0.0058,0.0269,0.0033
2024,11,10/03 - 16/03,8416.0,21,0.25,63.0,0.75,252.0,2.99,38.0,38.0,199.0,2.36,2024-03-10,2024-03-16,2024-03-13 00:00:00,0.0075,0.029900000000000003,0.0025
2024,12,17/03 - 23/03,8834.0,22,0.25,70.0,0.79,287.0,3.25,41.0,40.0,262.0,2.97,2024-03-17,2024-03-23,2024-03-20 00:00:00,0.0079,0.0325,0.0025
2024,13,24/03 - 30/03,7999.0,25,0.31,77.0,0.96,259.0,3.24,44.0,44.0,217.0,2.71,2024-03-24,2024-03-30,2024-03-27 00:00:00,0.0096,0.032400000000000005,0.0031
2024,14,31/03 - 06/04,7983.0,19,0.24,57.0,0.71,210.0,2.63,38.0,37.0,179.0,2.24,2024-03-31,2024-04-06,2024-04-03 00:00:00,0.0070999999999999995,0.0263,0.0024
2024,15,07/04 - 13/04,7652.0,20,0.26,67.0,0.88,237.0,3.1,40.0,39.0,142.0,1.86,2024-04-07,2024-04-13,2024-04-10 00:00:00,0.0088,0.031,0.0026
2024,16,14/04 - 20/04,8096.0,18,0.22,74.0,0.91,237.0,2.93,39.0,38.0,132.0,1.63,2024-04-14,2024-04-20,2024-04-17 00:00:00,0.0091,0.029300000000000003,0.0022
2024,17,21/04 - 27/04,8657.0,37,0.43,112.0,1.29,244.0,2.82,43.0,39.0,188.0,2.17,2024-04-21,2024-04-27,2024-04-24 00:00:00,0.0129,0.0282,0.0043
2024,18,28/04 - 04/05,9217.0,50,0.54,127.0,1.38,234.0,2.54,40.0,35.0,267.0,2.9,2024-04-28,2024-05-04,2024-05-01 00:00:00,0.0138,0.0254,0.0054
2024,19,05/05 - 11/05,8935.0,28,0.31,124.0,1.39,202.0,2.26,38.0,33.0,213.0,2.38,2024-05-05,2024-05-11,2024-05-08 00:00:00,0.0139,0.0226,0.0031
2024,20,12/05 - 18/05,8667.0,16,0.18,91.0,1.05,136.0,1.57,39.0,36.0,182.0,2.1,2024-05-12,2024-05-18,2024-05-15 00:00:00,0.0105,0.015700000000000002,0.0018
2024,21,19/05 - 25/05,8277.0,13,0.16,81.0,0.98,132.0,1.59,40.0,38.0,183.0,2.21,2024-05-19,2024-05-25,2024-05-22 00:00:00,0.0098,0.0159,0.0016
2024,22,26/05 - 01/06,8063.0,20,0.25,87.0,1.08,102.0,1.27,50.0,42.0,189.0,2.34,2024-05-26,2024-06-01,2024-05-29 00:00:00,0.0108,0.0127,0.0025
2024,23,02/06 - 08/06,7278.0,21,0.29,75.0,1.03,97.0,1.33,29.0,23.0,125.0,1.72,2024-06-02,2024-06-08,2024-06-05 00:00:00,0.0103,0.013300000000000001,0.0029
2024,24,09/06 - 15/06,7323.0,18,0.25,61.0,0.83,121.0,1.65,43.0,35.0,156.0,2.13,2024-06-09,2024-06-15,2024-06-12 00:00:00,0.0083,0.0165,0.0025
2024,25,16/06 - 22/06,7747.0,33,0.43,99.0,1.28,96.0,1.24,43.0,22.0,240.0,3.1,2024-06-16,2024-06-22,2024-06-19 00:00:00,0.0128,0.0124,0.0043
2024,26,23/06 - 29/06,8400.0,53,0.63,125.0,1.49,96.0,1.14,40.0,15.0,302.0,3.6,2024-06-23,2024-06-29,2024-06-26 00:00:00,0.0149,0.011399999999999999,0.0063
2024,27,30/06 - 06/07,7734.0,56,0.72,118.0,1.53,88.0,1.14,43.0,12.0,272.0,3.52,2024-06-30,2024-07-06,2024-07-03 00:00:00,0.015300000000000001,0.011399999999999999,0.0072
2024,28,07/07 - 13/07,7929.0,47,0.59,121.0,1.53,66.0,0.83,42.0,18.0,238.0,3.0,2024-07-07,2024-07-13,2024-07-10 00:00:00,0.015300000000000001,0.0083,0.0059
2024,29,14/07 - 20/07,7508.0,34,0.45,127.0,1.69,49.0,0.65,44.0,12.0,196.0,2.61,2024-07-14,2024-07-20,2024-07-17 00:00:00,0.0169,0.006500000000000001,0.0045000000000000005
2024,30,21/07 - 27/07,8128.0,23,0.28,175.0,2.15,56.0,0.69,44.0,15.0,175.0,2.15,2024-07-21,2024-07-27,2024-07-24 00:00:00,0.0215,0.0069,0.0028000000000000004
2024,31,28/07 - 03/08,7711.0,26,0.34,145.0,1.88,70.0,0.91,38.0,14.0,149.0,1.93,2024-07-28,2024-08-03,2024-07-31 00:00:00,0.018799999999999997,0.0091,0.0034000000000000002
2024,32,04/08 - 10/08,8051.0,21,0.26,161.0,2.0,59.0,0.73,40.0,14.0,172.0,2.14,2024-08-04,2024-08-10,2024-08-07 00:00:00,0.02,0.0073,0.0026
2024,33,11/08 - 17/08,7303.0,10,0.14,157.0,2.15,42.0,0.58,42.0,13.0,141.0,1.93,2024-08-11,2024-08-17,2024-08-14 00:00:00,0.0215,0.0058,0.0014000000000000002
2024,34,18/08 - 24/08,7208.0,13,0.18,161.0,2.23,48.0,0.67,39.0,14.0,139.0,1.93,2024-08-18,2024-08-24,2024-08-21 00:00:00,0.0223,0.0067,0.0018
2024,35,25/08 - 31/08,7458.0,21,0.28,173.0,2.32,41.0,0.55,40.0,12.0,,2.06,2024-08-25,2024-08-31,2024-08-28 00:00:00,0.0232,0.0055000000000000005,0.0028000000000000004
2024,36,01/09 - 07/09,7061.0,9,0.13,141.0,2.0,29.0,0.41,42.0,18.0,173.0,2.45,2024-09-01,2024-09-07,2024-09-04 00:00:00,0.02,0.0040999999999999995,0.0013
2024,37,08/09 - 14/09,6882.0,11,0.16,143.0,2.08,45.0,0.65,44.0,22.0,189.0,2.75,2024-09-08,2024-09-14,2024-09-11 00:00:00,0.0208,0.006500000000000001,0.0016
2024,38,15/09 - 21/09,6890.0,14,0.2,83.0,1.2,32.0,0.46,43.0,29.0,236.0,3.43,2024-09-15,2024-09-21,2024-09-18 00:00:00,0.012,0.0046,0.002
2024,39,22/09 - 28/09,6992.0,11,0.16,74.0,1.06,34.0,0.49,39.0,25.0,264.0,3.78,2024-09-22,2024-09-28,2024-09-25 00:00:00,0.0106,0.0049,0.0016
2024,40,29/09 - 05/10,6707.0,12,0.18,115.0,1.71,38.0,0.57,46.0,31.0,285.0,4.25,2024-09-29,2024-10-05,2024-10-02 00:00:00,0.0171,0.005699999999999999,0.0018
2024,41,06/10 - 12/10,6448.0,14,0.22,69.0,1.07,18.0,0.28,40.0,26.0,274.0,4.25,2024-10-06,2024-10-12,2024-10-09 00:00:00,0.010700000000000001,0.0028000000000000004,0.0022
2024,42,13/10 - 19/10,6836.0,16,0.23,53.0,0.78,11.0,0.16,47.0,39.0,252.0,3.69,2024-10-13,2024-10-19,2024-10-16 00:00:00,0.0078000000000000005,0.0016,0.0023
2024,43,20/10 - 26/10,6430.0,12,0.19,42.0,0.65,17.0,0.26,46.0,33.0,230.0,3.58,2024-10-20,2024-10-26,2024-10-23 00:00:00,0.006500000000000001,0.0026,0.0019
2024,44,27/10 - 02/11,6688.0,13,0.19,38.0,0.57,12.0,0.18,51.0,40.0,192.0,2.87,2024-10-27,2024-11-02,2024-10-30 00:00:00,0.005699999999999999,0.0018,0.0019
2024,45,03/11 - 09/11,6674.0,19,0.28,29.0,0.43,29.0,0.43,53.0,45.0,201.0,3.01,2024-11-03,2024-11-09,2024-11-06 00:00:00,0.0043,0.0043,0.0028000000000000004
2024,46,10/11 - 16/11,7007.0,15,0.21,35.0,0.5,32.0,0.46,50.0,45.0,242.0,3.45,2024-11-10,2024-11-16,2024-11-13 00:00:00,0.005,0.0046,0.0021
2024,47,17/11 - 23/11,6825.0,8,0.12,35.0,0.51,19.0,0.28,55.0,45.0,187.0,2.74,2024-11-17,2024-11-23,2024-11-20 00:00:00,0.0051,0.0028000000000000004,0.0012
2024,48,24/11 - 30/11,7082.0,19,0.27,47.0,0.66,23.0,0.32,54.0,45.0,282.0,3.98,2024-11-24,2024-11-30,2024-11-27 00:00:00,0.0066,0.0032,0.0027
2024,49,01/12 - 07/12,7751.0,23,0.3,58.0,0.75,29.0,0.37,54.0,44.0,288.0,3.72,2024-12-01,2024-12-07,2024-12-04 00:00:00,0.0075,0.0037,0.003
2024,50,08/12 - 14/12,7638.0,21,0.27,37.0,0.48,51.0,0.67,56.0,53.0,248.0,3.25,2024-12-08,2024-12-14,2024-12-11 00:00:00,0.0048,0.0067,0.0027
2024,51,15/12 - 21/12,7604.0,19,0.25,51.0,0.67,55.0,0.72,42.0,40.0,234.0,3.08,2024-12-15,2024-12-21,2024-12-18 00:00:00,0.0067,0.0072,0.0025
2024,52,22/12 - 28/12,8037.0,8,0.1,23.0,0.29,33.0,0.41,59.0,58.0,257.0,3.2,2024-12-22,2024-12-28,2024-12-25 00:00:00,0.0029,0.0040999999999999995,0.001
2025,1,29/12/2024 - 04/01,8424.0,9,0.11,36.0,0.43,57.0,0.68,265.0,3.15,71.0,0.84,2024-12-29,2025-01-04,2025-01-01 00:00:00,0.0043,0.0068000000000000005,0.0011
2025,2,05/01 - 11/01,8864.0,9,0.1,41.0,0.46,74.0,0.83,214.0,2.41,49.0,0.55,2025-01-05,2025-01-11,2025-01-08 00:00:00,0.0046,0.0083,0.001
2025,3,12/01 - 18/01,9016.0,19,0.21,24.0,0.27,61.0,0.68,185.0,2.05,49.0,0.54,2025-01-12,2025-01-18,2025-01-15 00:00:00,0.0027,0.0068000000000000005,0.0021
2025,4,19/01 - 25/01,9353.0,17,0.18,19.0,0.2,56.0,0.6,190.0,2.03,41.0,0.44,2025-01-19,2025-01-25,2025-01-22 00:00:00,0.002,0.006,0.0018
2025,5,26/01 - 01/02,7715.0,6,0.08,19.0,0.25,68.0,0.88,133.0,1.72,42.0,0.54,2025-01-26,2025-02-01,2025-01-29 00:00:00,0.0025,0.0088,0.0008
2025,6,02/02 - 08/02,10016.0,12,0.12,26.0,0.26,122.0,1.22,201.0,2.01,46.0,0.46,2025-02-02,2025-02-08,2025-02-05 00:00:00,0.0026,0.012199999999999999,0.0012
2025,7,09/02 - 15/02,9196.0,9,0.1,29.0,0.32,125.0,1.36,151.0,1.64,32.0,0.35,2025-02-09,2025-02-15,2025-02-12 00:00:00,0.0032,0.013600000000000001,0.001
2025,8,16/02 - 22/02,8794.0,17,0.19,29.0,0.33,169.0,1.92,112.0,1.27,30.0,0.34,2025-02-16,2025-02-22,2025-02-19 00:00:00,0.0033,0.0192,0.0019
2025,9,23/02 - 01/03,8100.0,15,0.19,21.0,0.26,149.0,1.84,138.0,1.7,25.0,0.31,2025-02-23,2025-03-01,2025-02-26 00:00:00,0.0026,0.0184,0.0019
2025,10,02/03 - 08/03,8236.0,4,0.05,25.0,0.3,183.0,2.22,170.0,2.06,40.0,0.49,2025-03-02,2025-03-08,2025-03-05 00:00:00,0.003,0.0222,0.0005
2025,11,09/03 - 15/03,8146.0,12,0.15,33.0,0.41,245.0,3.01,195.0,2.39,95.0,1.17,2025-03-09,2025-03-15,2025-03-12 00:00:00,0.0040999999999999995,0.0301,0.0015
2025,12,16/03 - 22/03,7782.0,7,0.09,55.0,0.71,270.0,3.47,251.0,3.23,133.0,1.71,2025-03-16,2025-03-22,2025-03-19 00:00:00,0.0070999999999999995,0.0347,0.0009
2025,13,23/03 - 29/03,8620.0,15,0.17,41.0,0.48,391.0,4.54,256.0,2.97,277.0,3.21,2025-03-23,2025-03-29,2025-03-26 00:00:00,0.0048,0.0454,0.0017000000000000001
2025,14,30/03 - 05/04,7420.0,14,0.19,50.0,0.67,261.0,3.52,237.0,3.19,378.0,5.09,2025-03-30,2025-04-05,2025-04-02 00:00:00,0.0067,0.0352,0.0019
2025,15,06/04 - 12/04,8648.0,12,0.14,70.0,0.81,343.0,3.97,332.0,3.84,537.0,6.21,2025-04-06,2025-04-12,2025-04-09 00:00:00,0.008100000000000001,0.0397,0.0014000000000000002
2025,16,13/04 - 19/04,8507.0,8,0.09,51.0,0.6,294.0,3.46,317.0,3.73,698.0,8.21,2025-04-13,2025-04-19,2025-04-16 00:00:00,0.006,0.0346,0.0009
2025,17,20/04 - 26/04,8879.0,7,0.08,42.0,0.47,319.0,3.59,238.0,2.68,895.0,10.08,2025-04-20,2025-04-26,2025-04-23 00:00:00,0.004699999999999999,0.0359,0.0008
2025,18,24/04 - 03/05,8468.0,6,0.07,41.0,0.48,306.0,3.61,224.0,2.65,967.0,11.42,2025-04-24,2025-05-03,2025-04-28 12:00:00,0.0048,0.0361,0.0007000000000000001
2025,19,04/05 - 10/05,8819.0,11,0.12,57.0,0.65,262.0,2.97,193.0,2.19,1205.0,13.66,2025-05-04,2025-05-10,2025-05-07 00:00:00,0.006500000000000001,0.0297,0.0012
2025,20,11/05 - 17/05,8797.0,14,0.16,75.0,0.85,258.0,2.93,197.0,2.24,1214.0,13.8,2025-05-11,2025-05-17,2025-05-14 00:00:00,0.0085,0.029300000000000003,0.0016
2025,21,18/05 - 24/05,8869.0,10,0.11,73.0,0.82,199.0,2.24,187.0,2.11,986.0,11.12,2025-05-18,2025-05-24,2025-05-21 00:00:00,0.008199999999999999,0.022400000000000003,0.0011
2025,22,25/05 - 31/05,8238.0,9,0.11,68.0,0.83,202.0,2.45,179.0,2.17,764.0,9.27,2025-05-25,2025-05-31,2025-05-28 00:00:00,0.0083,0.0245,0.0011
2025,23,01/06 - 07/06,8111.0,14,0.17,55.0,0.68,190.0,2.34,177.0,2.18,564.0,6.95,2025-06-01,2025-06-07,2025-06-04 00:00:00,0.0068000000000000005,0.023399999999999997,0.0017000000000000001
2025,24,08/06 - 14/06,7901.0,10,0.13,72.0,0.91,130.0,1.65,164.0,2.08,386.0,4.89,2025-06-08,2025-06-14,2025-06-11 00:00:00,0.0091,0.0165,0.0013
2025,25,15/06 - 21/06,7487.0,9,0.12,89.0,1.19,126.0,1.68,183.0,2.44,335.0,4.47,2025-06-15,2025-06-21,2025-06-18 00:00:00,0.011899999999999999,0.0168,0.0012
2025,26,22/06 - 28/06,7532.0,10,0.13,93.0,1.23,106.0,1.41,162.0,2.15,305.0,4.05,2025-06-22,2025-06-28,2025-06-25 00:00:00,0.0123,0.0141,0.0013
2025,27,29/06 - 05/07,7226.0,14,0.19,141.0,1.95,100.0,1.38,171.0,2.37,248.0,3.43,2025-06-29,2025-07-05,2025-07-02 00:00:00,0.0195,0.0138,0.0019
2025,28,06/07 - 12/07,7497.0,12,0.16,160.0,2.13,98.0,1.31,163.0,2.17,191.0,2.55,2025-07-06,2025-07-12,2025-07-09 00:00:00,0.0213,0.0131,0.0016
2025,29,13/07 - 19/07,7522.0,10,0.13,154.0,2.05,71.0,0.94,137.0,1.82,173.0,2.3,2025-07-13,2025-07-19,2025-07-16 00:00:00,0.020499999999999997,0.009399999999999999,0.0013
2025,30,20/07 - 26/07,7409.0,8,0.11,178.0,2.4,98.0,1.32,135.0,1.82,140.0,1.89,2025-07-20,2025-07-26,2025-07-23 00:00:00,0.024,0.0132,0.0011
2025,31,27/07 - 02/08,7764.0,11,0.14,219.0,2.82,91.0,1.17,137.0,1.76,109.0,1.4,2025-07-27,2025-08-02,2025-07-30 00:00:00,0.0282,0.011699999999999999,0.0014000000000000002
2025,32,03/08 - 09/08,7303.0,9,0.12,188.0,2.57,64.0,0.88,154.0,2.11,90.0,1.23,2025-08-03,2025-08-09,2025-08-06 00:00:00,0.025699999999999997,0.0088,0.0012
2025,33,10/08 - 16/08,7913.0,10,0.13,224.0,2.83,56.0,0.71,137.0,1.73,119.0,1.5,2025-08-10,2025-08-16,2025-08-13 00:00:00,0.028300000000000002,0.0070999999999999995,0.0013
2025,34,17/08 - 23/08,8047.0,10,0.12,213.0,2.65,59.0,0.73,149.0,1.85,112.0,1.39,2025-08-17,2025-08-23,2025-08-20 00:00:00,0.0265,0.0073,0.0012
2025,35,24/08 - 30/08,8458.0,4,0.05,238.0,2.81,60.0,0.71,190.0,2.25,113.0,1.34,2025-08-24,2025-08-30,2025-08-27 00:00:00,0.0281,0.0070999999999999995,0.0005
2025,36,31/08 - 06/09,7996.0,11,0.14,271.0,3.39,53.0,0.66,171.0,2.14,88.0,1.1,2025-08-31,2025-09-06,2025-09-03 00:00:00,0.0339,0.0066,0.0014000000000000002
2025,37,07/09 - 13/09,8194.0,8,0.1,290.0,3.54,41.0,0.5,242.0,2.95,64.0,0.78,2025-09-07,2025-09-13,2025-09-10 00:00:00,0.0354,0.005,0.001
2025,38,14/09 - 20/09,8459.0,9,0.11,282.0,3.33,29.0,0.34,260.0,3.07,55.0,0.65,2025-09-14,2025-09-20,2025-09-17 00:00:00,0.0333,0.0034000000000000002,0.0011
2025,39,21/09 - 27/09,7867.0,7,0.09,228.0,2.9,34.0,0.43,276.0,3.51,53.0,0.67,2025-09-21,2025-09-27,2025-09-24 00:00:00,0.028999999999999998,0.0043,0.0009
2025,40,28/09 - 04/10,8287.0,5,0.06,258.0,3.11,34.0,0.41,235.0,2.84,48.0,0.58,2025-09-28,2025-10-04,2025-10-01 00:00:00,0.0311,0.0040999999999999995,0.0006
2025,41,05/10 - 11/10,8193.0,7,0.09,239.0,2.92,28.0,0.34,233.0,2.84,33.0,0.4,2025-10-05,2025-10-11,2025-10-08 00:00:00,0.0292,0.0034000000000000002,0.0009
2025,42,12/10 - 18/10,8723.0,5,0.06,211.0,2.42,22.0,0.25,272.0,3.12,28.0,0.32,2025-10-12,2025-10-18,2025-10-15 00:00:00,0.0242,0.0025,0.0006
2025,43,19/10 - 25/10,8126.0,17,0.21,222.0,2.73,17.0,0.21,259.0,3.19,35.0,0.43,2025-10-19,2025-10-25,2025-10-22 00:00:00,0.0273,0.0021,0.0021
2025,44,26/10 - 01/11,8557.0,7,0.08,202.0,2.36,23.0,0.27,278.0,3.25,18.0,0.21,2025-10-26,2025-11-01,2025-10-29 00:00:00,0.0236,0.0027,0.0008
2025,45,02/11 - 08/11,8296.0,8,0.1,136.0,1.64,14.0,0.17,348.0,4.19,18.0,0.22,2025-11-02,2025-11-08,2025-11-05 00:00:00,0.016399999999999998,0.0017000000000000001,0.001
2025,46,09/11 - 15/11,8283.0,11,0.13,97.0,1.17,10.0,0.12,426.0,5.14,5.0,0.06,2025-11-09,2025-11-15,2025-11-12 00:00:00,0.011699999999999999,0.0012,0.0013
2025,47,16/11 - 22/11,8196.0,15,0.18,90.0,1.1,21.0,0.26,418.0,5.1,5.0,0.06,2025-11-16,2025-11-22,2025-11-19 00:00:00,0.011000000000000001,0.0026,0.0018
2025,48,23/11 - 29/11,8406.0,20,0.24,53.0,0.63,14.0,0.17,468.0,5.57,8.0,0.1,2025-11-23,2025-11-29,2025-11-26 00:00:00,0.0063,0.0017000000000000001,0.0024
2025,49,30/11 - 06/12,8796.0,17,0.19,48.0,0.55,16.0,0.18,492.0,5.59,4.0,0.05,2025-11-30,2025-12-06,2025-12-03 00:00:00,0.0055000000000000005,0.0018,0.0019
2025,50,07/12 - 13/12,8720.0,10,0.11,34.0,0.39,13.0,0.15,519.0,5.95,3.0,0.03,2025-12-07,2025-12-13,2025-12-10 00:00:00,0.0039000000000000003,0.0015,0.0011
2025,51,14/12 - 20/12,8356.0,15,0.18,20.0,0.24,11.0,0.13,507.0,6.07,8.0,0.1,2025-12-14,2025-12-20,2025-12-17 00:00:00,0.0024,0.0013,0.0018
2025,52,21/12 - 27/12,7962.0,9,0.11,19.0,0.24,14.0,0.18,468.0,5.88,2.0,0.03,2025-12-21,2025-12-27,2025-12-24 00:00:00,0.0024,0.0018,0.0011
