Year,Week,Date,Specimens_Other,Adenovirus_count,Adenovirus_pct,RSV_count,RSV_pct,Metapneumovirus_count,Metapneumovirus_pct,Rhinovirus_Enterovirus_count,Rhinovirus_Enterovirus_pct,SARS_CoV_2_count,SARS_CoV_2_pct,From,To,MidDate,RSV_proportion,Metapneumovirus_proportion,Adenovirus_proportion
2026,1,28/12/2025 - 03/01,8281.0,5,0.06,12.0,0.14,20.0,0.24,444.0,5.36,4.0,0.05,2025-12-28,2026-01-03,2025-12-31 00:00:00,0.0014000000000000002,0.0024,0.0006
2026,2,04/01 - 10/01,7937.0,3,0.04,19.0,0.24,21.0,0.26,378.0,4.76,9.0,0.11,2026-01-04,2026-01-10,2026-01-07 00:00:00,0.0024,0.0026,0.0004
2026,3,11/01 - 17/01,9044.0,13,0.14,22.0,0.24,26.0,0.29,373.0,4.12,16.0,0.18,2026-01-11,2026-01-17,2026-01-14 00:00:00,0.0024,0.0029,0.0014000000000000002
2026,4,18/01 - 24/01,8784.0,13,0.15,14.0,0.16,31.0,0.35,382.0,4.35,4.0,0.05,2026-01-18,2026-01-24,2026-01-21 00:00:00,0.0016,0.0034999999999999996,0.0015
2026,5,25/01 - 31/01,8677.0,15,0.17,20.0,0.23,30.0,0.35,315.0,3.63,3.0,0.03,2026-01-25,2026-01-31,2026-01-28 00:00:00,0.0023,0.0034999999999999996,0.0017000000000000001
2026,6,01/02 - 07/02,8316.0,11,0.13,20.0,0.24,19.0,0.23,288.0,3.46,8.0,0.1,2026-02-01,2026-02-07,2026-02-04 00:00:00,0.0024,0.0023,0.0013
2026,7,08/02 - 14/02,8146.0,8,0.1,22.0,0.27,42.0,0.52,295.0,3.62,8.0,0.1,2026-02-08,2026-02-14,2026-02-11 00:00:00,0.0027,0.0052,0.001
2026,8,15/02 - 21/02,7803.0,4,0.05,17.0,0.22,25.0,0.32,257.0,3.29,6.0,0.08,2026-02-15,2026-02-21,2026-02-18 00:00:00,0.0022,0.0032,0.0005
2026,9,22/02 - 28/02,9231.0,5,0.05,28.0,0.3,71.0,0.77,290.0,3.14,7.0,0.08,2026-02-22,2026-02-28,2026-02-25 00:00:00,0.003,0.0077,0.0005
2026,10,01/03 - 07/03,8594.0,5,0.06,21.0,0.24,55.0,0.64,190.0,2.21,15.0,0.17,2026-03-01,2026-03-07,2026-03-04 00:00:00,0.0024,0.0064,0.0006
2026,11,08/03 - 14/03,8512.0,9,0.11,52.0,0.61,67.0,0.79,210.0,2.47,13.0,0.15,2026-03-08,2026-03-14,2026-03-11 00:00:00,0.0060999999999999995,0.0079,0.0011
2026,12,15/03 - 21/03,8532.0,11,0.13,48.0,0.56,81.0,0.95,237.0,2.78,6.0,0.07,2026-03-15,2026-03-21,2026-03-18 00:00:00,0.005600000000000001,0.0095,0.0013
2026,13,22/03 - 28/03,8817.0,13,0.15,73.0,0.83,79.0,0.9,284.0,3.22,8.0,0.09,2026-03-22,2026-03-28,2026-03-25 00:00:00,0.0083,0.009000000000000001,0.0015
2026,14,29/03 - 04/04,8158.0,7,0.09,47.0,0.58,90.0,1.1,232.0,2.84,6.0,0.07,2026-03-29,2026-04-04,2026-04-01 00:00:00,0.0058,0.011000000000000001,0.0009
2026,15,05/04 - 11/04,8188.0,2,0.02,50.0,0.61,145.0,1.77,203.0,2.48,3.0,0.04,2026-04-05,2026-04-11,2026-04-08 00:00:00,0.0060999999999999995,0.0177,0.0002
