Year,Week,Date,Specimens_Other,Adenovirus_count,Adenovirus_pct,RSV_count,RSV_pct,Metapneumovirus_count,Metapneumovirus_pct,Rhinovirus_Enterovirus_count,Rhinovirus_Enterovirus_pct,SARS_CoV_2_count,SARS_CoV_2_pct,From,To,MidDate
2023,15,09/04 - 15/04,5426,23,0.42,169,3.11,24,0.44,75,74.0,288.0,5.31,2023-04-09,2023-04-15,2023-04-12 00:00:00
2023,16,16/04 - 22/04,6784,27,0.4,163,2.4,38,0.56,88,86.0,257.0,3.79,2023-04-16,2023-04-22,2023-04-19 00:00:00
2023,17,23/04 - 29/04,7598,29,0.18,172,2.26,51,0.67,84,82.0,277.0,3.65,2023-04-23,2023-04-29,2023-04-26 00:00:00
2023,18,30/04 - 06/05,7832,30,0.38,152,1.94,40,0.51,77,73.0,301.0,3.84,2023-04-30,2023-05-06,2023-05-03 00:00:00
2023,19,07/05 - 13/05,8464,29,0.34,182,2.15,38,0.45,94,91.0,228.0,2.69,2023-05-07,2023-05-13,2023-05-10 00:00:00
2023,20,14/05 - 20/05,8440,37,0.44,160,1.9,50,0.59,95,91.0,221.0,2.62,2023-05-14,2023-05-20,2023-05-17 00:00:00
2023,21,21/05 - 27/05,8268,35,0.42,177,2.14,70,0.85,86,81.0,309.0,3.74,2023-05-21,2023-05-27,2023-05-24 00:00:00
2023,22,28/05 - 03/06,7245,44,0.61,213,2.94,71,0.98,107,100.0,272.0,3.75,2023-05-28,2023-06-03,2023-05-31 00:00:00
2023,23,04/06 - 10/06,4949,32,0.65,150,3.03,78,1.58,71,58.0,148.0,2.99,2023-06-04,2023-06-10,2023-06-07 00:00:00
2023,24,11/06 - 17/06,5304,29,0.55,167,3.15,101,1.9,67,44.0,206.0,3.88,2023-06-11,2023-06-17,2023-06-14 00:00:00
2023,25,18/06 - 24/06,4700,41,0.87,203,4.32,151,3.21,86,44.0,239.0,5.09,2023-06-18,2023-06-24,2023-06-21 00:00:00
2023,26,25/06 - 01/07,5103,60,1.18,291,5.7,191,3.74,103,46.0,338.0,6.62,2023-06-25,2023-07-01,2023-06-28 00:00:00
2023,27,02/07 - 08/07,4697,42,0.89,287,6.11,180,3.83,92,47.0,270.0,5.75,2023-07-02,2023-07-08,2023-07-05 00:00:00
2023,28,09/07 - 15/07,4620,46,1.0,272,5.89,190,4.11,80,37.0,245.0,5.3,2023-07-09,2023-07-15,2023-07-12 00:00:00
2023,29,16/07 - 22/07,5085,60,1.18,314,6.18,226,4.44,100,49.0,204.0,4.01,2023-07-16,2023-07-22,2023-07-19 00:00:00
2023,30,23/07 - 29/07,5211,49,0.94,371,7.12,180,3.45,77,36.0,141.0,2.71,2023-07-23,2023-07-29,2023-07-26 00:00:00
2023,31,30/07 - 05/08,5050,42,0.83,386,7.64,182,3.6,92,48.0,132.0,2.61,2023-07-30,2023-08-05,2023-08-02 00:00:00
2023,32,06/08 - 12/08,5135,32,0.62,416,8.1,153,2.98,80,42.0,103.0,2.01,2023-08-06,2023-08-12,2023-08-09 00:00:00
2023,33,13/08 - 19/08,5385,40,0.74,407,7.56,123,2.28,95,56.0,114.0,2.12,2023-08-13,2023-08-19,2023-08-16 00:00:00
2023,34,20/08 - 26/08,5461,19,0.35,439,8.04,101,1.85,99,75.0,135.0,2.47,2023-08-20,2023-08-26,2023-08-23 00:00:00
2023,35,27/08 - 02/09,4378,25,0.57,365,8.34,76,1.74,76,54.0,132.0,3.02,2023-08-27,2023-09-02,2023-08-30 00:00:00
2023,36,03/09 - 09/09,6732,40,0.59,490,7.28,132,1.96,56,45.0,167.0,2.48,2023-09-03,2023-09-09,2023-09-06 00:00:00
2023,37,10/09 - 16/09,6399,19,0.3,425,6.64,104,1.63,97,77.0,154.0,2.41,2023-09-10,2023-09-16,2023-09-13 00:00:00
2023,38,17/09 - 23/09,6569,35,0.53,417,6.35,83,1.26,92,71.0,314.0,4.78,2023-09-17,2023-09-23,2023-09-20 00:00:00
2023,39,24/09 - 30/09,6329,32,0.51,371,5.86,100,1.58,84,69.0,281.0,4.44,2023-09-24,2023-09-30,2023-09-27 00:00:00
2023,40,01/10 - 07/10,7204,23,0.32,274,3.8,96,1.33,101,84.0,272.0,3.78,2023-10-01,2023-10-07,2023-10-04 00:00:00
2023,41,08/10 - 14/10,5804,11,0.19,152,2.62,59,1.02,84,65.0,173.0,2.98,2023-10-08,2023-10-14,2023-10-11 00:00:00
2023,42,15/10 - 21/10,5909,17,0.29,123,2.08,67,1.13,88,68.0,176.0,2.98,2023-10-15,2023-10-21,2023-10-18 00:00:00
2023,43,22/10 - 28/10,5549,23,0.41,90,1.62,59,1.06,84,65.0,189.0,3.41,2023-10-22,2023-10-28,2023-10-25 00:00:00
2023,44,29/10 - 04/11,6306,83,1.32,81,1.28,88,1.4,99,85.0,335.0,5.31,2023-10-29,2023-11-04,2023-11-01 00:00:00
2023,45,05/11 - 11/11,6188,99,1.6,45,0.73,84,1.36,83,56.0,332.0,5.37,2023-11-05,2023-11-11,2023-11-08 00:00:00
2023,46,12/11 - 18/11,5494,65,1.18,37,0.67,87,1.58,90,73.0,245.0,4.46,2023-11-12,2023-11-18,2023-11-15 00:00:00
2023,47,19/11 - 25/11,6027,78,1.29,30,0.5,88,1.46,90,80.0,265.0,4.4,2023-11-19,2023-11-25,2023-11-22 00:00:00
2023,48,26/11 - 02/12,5929,70,1.18,26,0.44,78,1.32,99,91.0,246.0,4.15,2023-11-26,2023-12-02,2023-11-29 00:00:00
2023,49,03/12 - 09/12,5828,70,1.2,16,0.27,66,1.13,95,85.0,236.0,4.05,2023-12-03,2023-12-09,2023-12-06 00:00:00
2023,50,10/12 - 16/12,5882,37,0.63,9,0.15,87,1.48,88,85.0,172.0,2.92,2023-12-10,2023-12-16,2023-12-13 00:00:00
2023,51,17/12 - 23/12,5442,17,0.31,8,0.15,45,0.83,89,86.0,141.0,2.59,2023-12-17,2023-12-23,2023-12-20 00:00:00
2023,52,24/12 - 30/12,6642,21,0.32,7,0.11,70,1.05,85,85.0,194.0,2.92,2023-12-24,2023-12-30,2023-12-27 00:00:00
2024,1,31/12/2023 - 06/01,7106,34,0.48,24,0.34,77,1.08,92,90.0,212.0,2.98,2023-12-31,2024-01-06,2024-01-03 00:00:00
2024,2,07/01 - 13/01,7401,25,0.34,21,0.28,109,1.47,51,50.0,204.0,2.76,2024-01-07,2024-01-13,2024-01-10 00:00:00
2024,3,14/01 - 20/01,6736,33,0.49,11,0.16,92,1.37,41,40.0,172.0,2.55,2024-01-14,2024-01-20,2024-01-17 00:00:00
2024,4,21/01 - 27/01,6584,29,0.44,14,0.21,83,1.26,41,41.0,171.0,2.6,2024-01-21,2024-01-27,2024-01-24 00:00:00
2024,5,28/01 - 03/02,7127,19,0.27,16,0.22,97,1.36,49,49.0,212.0,2.97,2024-01-28,2024-02-03,2024-01-31 00:00:00
2024,6,04/02 - 10/02,6478,18,0.28,20,0.31,106,1.64,44,43.0,190.0,2.93,2024-02-04,2024-02-10,2024-02-07 00:00:00
2024,7,11/02 - 17/02,7960,16,0.2,28,0.35,161,2.02,43,43.0,228.0,2.86,2024-02-11,2024-02-17,2024-02-14 00:00:00
2024,8,18/02 - 24/02,8766,23,0.26,40,0.46,212,2.42,49,49.0,242.0,2.76,2024-02-18,2024-02-24,2024-02-21 00:00:00
2024,9,25/02 - 02/03,7842,26,0.33,37,0.47,226,2.88,48,48.0,216.0,2.75,2024-02-25,2024-03-02,2024-02-28 00:00:00
2024,10,03/03 - 09/03,8436,28,0.33,49,0.58,227,2.69,45,44.0,205.0,2.43,2024-03-03,2024-03-09,2024-03-06 00:00:00
2024,11,10/03 - 16/03,8416,21,0.25,63,0.75,252,2.99,38,38.0,199.0,2.36,2024-03-10,2024-03-16,2024-03-13 00:00:00
2024,12,17/03 - 23/03,8834,22,0.25,70,0.79,287,3.25,41,40.0,262.0,2.97,2024-03-17,2024-03-23,2024-03-20 00:00:00
2024,13,24/03 - 30/03,7999,25,0.31,77,0.96,259,3.24,44,44.0,217.0,2.71,2024-03-24,2024-03-30,2024-03-27 00:00:00
2024,14,31/03 - 06/04,7983,19,0.24,57,0.71,210,2.63,38,37.0,179.0,2.24,2024-03-31,2024-04-06,2024-04-03 00:00:00
2024,15,07/04 - 13/04,7652,20,0.26,67,0.88,237,3.1,40,39.0,142.0,1.86,2024-04-07,2024-04-13,2024-04-10 00:00:00
2024,16,14/04 - 20/04,8096,18,0.22,74,0.91,237,2.93,39,38.0,132.0,1.63,2024-04-14,2024-04-20,2024-04-17 00:00:00
2024,17,21/04 - 27/04,8657,37,0.43,112,1.29,244,2.82,43,39.0,188.0,2.17,2024-04-21,2024-04-27,2024-04-24 00:00:00
2024,18,28/04 - 04/05,9217,50,0.54,127,1.38,234,2.54,40,35.0,267.0,2.9,2024-04-28,2024-05-04,2024-05-01 00:00:00
2024,19,05/05 - 11/05,8935,28,0.31,124,1.39,202,2.26,38,33.0,213.0,2.38,2024-05-05,2024-05-11,2024-05-08 00:00:00
2024,20,12/05 - 18/05,8667,16,0.18,91,1.05,136,1.57,39,36.0,182.0,2.1,2024-05-12,2024-05-18,2024-05-15 00:00:00
2024,21,19/05 - 25/05,8277,13,0.16,81,0.98,132,1.59,40,38.0,183.0,2.21,2024-05-19,2024-05-25,2024-05-22 00:00:00
2024,22,26/05 - 01/06,8063,20,0.25,87,1.08,102,1.27,50,42.0,189.0,2.34,2024-05-26,2024-06-01,2024-05-29 00:00:00
2024,23,02/06 - 08/06,7278,21,0.29,75,1.03,97,1.33,29,23.0,125.0,1.72,2024-06-02,2024-06-08,2024-06-05 00:00:00
2024,24,09/06 - 15/06,7323,18,0.25,61,0.83,121,1.65,43,35.0,156.0,2.13,2024-06-09,2024-06-15,2024-06-12 00:00:00
2024,25,16/06 - 22/06,7747,33,0.43,99,1.28,96,1.24,43,22.0,240.0,3.1,2024-06-16,2024-06-22,2024-06-19 00:00:00
2024,26,23/06 - 29/06,8400,53,0.63,125,1.49,96,1.14,40,15.0,302.0,3.6,2024-06-23,2024-06-29,2024-06-26 00:00:00
2024,27,30/06 - 06/07,7734,56,0.72,118,1.53,88,1.14,43,12.0,272.0,3.52,2024-06-30,2024-07-06,2024-07-03 00:00:00
2024,28,07/07 - 13/07,7929,47,0.59,121,1.53,66,0.83,42,18.0,238.0,3.0,2024-07-07,2024-07-13,2024-07-10 00:00:00
2024,29,14/07 - 20/07,7508,34,0.45,127,1.69,49,0.65,44,12.0,196.0,2.61,2024-07-14,2024-07-20,2024-07-17 00:00:00
2024,30,21/07 - 27/07,8128,23,0.28,175,2.15,56,0.69,44,15.0,175.0,2.15,2024-07-21,2024-07-27,2024-07-24 00:00:00
2024,31,28/07 - 03/08,7711,26,0.34,145,1.88,70,0.91,38,14.0,149.0,1.93,2024-07-28,2024-08-03,2024-07-31 00:00:00
2024,32,04/08 - 10/08,8051,21,0.26,161,2.0,59,0.73,40,14.0,172.0,2.14,2024-08-04,2024-08-10,2024-08-07 00:00:00
2024,33,11/08 - 17/08,7303,10,0.14,157,2.15,42,0.58,42,13.0,141.0,1.93,2024-08-11,2024-08-17,2024-08-14 00:00:00
2024,34,18/08 - 24/08,7208,13,0.18,161,2.23,48,0.67,39,14.0,139.0,1.93,2024-08-18,2024-08-24,2024-08-21 00:00:00
2024,35,25/08 - 31/08,7458,21,0.28,173,2.32,41,0.55,40,12.0,,2.06,2024-08-25,2024-08-31,2024-08-28 00:00:00
2024,36,01/09 - 07/09,7061,9,0.13,141,2.0,29,0.41,42,18.0,173.0,2.45,2024-09-01,2024-09-07,2024-09-04 00:00:00
2024,37,08/09 - 14/09,6882,11,0.16,143,2.08,45,0.65,44,22.0,189.0,2.75,2024-09-08,2024-09-14,2024-09-11 00:00:00
2024,38,15/09 - 21/09,6890,14,0.2,83,1.2,32,0.46,43,29.0,236.0,3.43,2024-09-15,2024-09-21,2024-09-18 00:00:00
2024,39,22/09 - 28/09,6992,11,0.16,74,1.06,34,0.49,39,25.0,264.0,3.78,2024-09-22,2024-09-28,2024-09-25 00:00:00
2024,40,29/09 - 05/10,6707,12,0.18,115,1.71,38,0.57,46,31.0,285.0,4.25,2024-09-29,2024-10-05,2024-10-02 00:00:00
2024,41,06/10 - 12/10,6448,14,0.22,69,1.07,18,0.28,40,26.0,274.0,4.25,2024-10-06,2024-10-12,2024-10-09 00:00:00
2024,42,13/10 - 19/10,6836,16,0.23,53,0.78,11,0.16,47,39.0,252.0,3.69,2024-10-13,2024-10-19,2024-10-16 00:00:00
2024,43,20/10 - 26/10,6430,12,0.19,42,0.65,17,0.26,46,33.0,230.0,3.58,2024-10-20,2024-10-26,2024-10-23 00:00:00
2024,44,27/10 - 02/11,6688,13,0.19,38,0.57,12,0.18,51,40.0,192.0,2.87,2024-10-27,2024-11-02,2024-10-30 00:00:00
2024,45,03/11 - 09/11,6674,19,0.28,29,0.43,29,0.43,53,45.0,201.0,3.01,2024-11-03,2024-11-09,2024-11-06 00:00:00
2024,46,10/11 - 16/11,7007,15,0.21,35,0.5,32,0.46,50,45.0,242.0,3.45,2024-11-10,2024-11-16,2024-11-13 00:00:00
2024,47,17/11 - 23/11,6825,8,0.12,35,0.51,19,0.28,55,45.0,187.0,2.74,2024-11-17,2024-11-23,2024-11-20 00:00:00
2024,48,24/11 - 30/11,7082,19,0.27,47,0.66,23,0.32,54,45.0,282.0,3.98,2024-11-24,2024-11-30,2024-11-27 00:00:00
2024,49,01/12 - 07/12,7751,23,0.3,58,0.75,29,0.37,54,44.0,288.0,3.72,2024-12-01,2024-12-07,2024-12-04 00:00:00
2024,50,08/12 - 14/12,7638,21,0.27,37,0.48,51,0.67,56,53.0,248.0,3.25,2024-12-08,2024-12-14,2024-12-11 00:00:00
2024,51,15/12 - 21/12,7604,19,0.25,51,0.67,55,0.72,42,40.0,234.0,3.08,2024-12-15,2024-12-21,2024-12-18 00:00:00
2024,52,22/12 - 28/12,8037,8,0.1,23,0.29,33,0.41,59,58.0,257.0,3.2,2024-12-22,2024-12-28,2024-12-25 00:00:00
2025,1,29/12/2024 - 04/01,8424,9,0.11,36,0.43,57,0.68,265,3.15,71.0,0.84,2024-12-29,2025-01-04,2025-01-01 00:00:00
2025,2,05/01 - 11/01,8864,9,0.1,41,0.46,74,0.83,214,2.41,49.0,0.55,2025-01-05,2025-01-11,2025-01-08 00:00:00
2025,3,12/01 - 18/01,9016,19,0.21,24,0.27,61,0.68,185,2.05,49.0,0.54,2025-01-12,2025-01-18,2025-01-15 00:00:00
2025,4,19/01 - 25/01,9353,17,0.18,19,0.2,56,0.6,190,2.03,41.0,0.44,2025-01-19,2025-01-25,2025-01-22 00:00:00
2025,5,26/01 - 01/02,7715,6,0.08,19,0.25,68,0.88,133,1.72,42.0,0.54,2025-01-26,2025-02-01,2025-01-29 00:00:00
2025,6,02/02 - 08/02,10016,12,0.12,26,0.26,122,1.22,201,2.01,46.0,0.46,2025-02-02,2025-02-08,2025-02-05 00:00:00
2025,7,09/02 - 15/02,9196,9,0.1,29,0.32,125,1.36,151,1.64,32.0,0.35,2025-02-09,2025-02-15,2025-02-12 00:00:00
2025,8,16/02 - 22/02,8794,17,0.19,29,0.33,169,1.92,112,1.27,30.0,0.34,2025-02-16,2025-02-22,2025-02-19 00:00:00
2025,9,23/02 - 01/03,8100,15,0.19,21,0.26,149,1.84,138,1.7,25.0,0.31,2025-02-23,2025-03-01,2025-02-26 00:00:00
2025,10,02/03 - 08/03,8236,4,0.05,25,0.3,183,2.22,170,2.06,40.0,0.49,2025-03-02,2025-03-08,2025-03-05 00:00:00
2025,11,09/03 - 15/03,8146,12,0.15,33,0.41,245,3.01,195,2.39,95.0,1.17,2025-03-09,2025-03-15,2025-03-12 00:00:00
2025,12,16/03 - 22/03,7782,7,0.09,55,0.71,270,3.47,251,3.23,133.0,1.71,2025-03-16,2025-03-22,2025-03-19 00:00:00
2025,13,23/03 - 29/03,8620,15,0.17,41,0.48,391,4.54,256,2.97,277.0,3.21,2025-03-23,2025-03-29,2025-03-26 00:00:00
2025,14,30/03 - 05/04,7420,14,0.19,50,0.67,261,3.52,237,3.19,378.0,5.09,2025-03-30,2025-04-05,2025-04-02 00:00:00
2025,15,06/04 - 12/04,8648,12,0.14,70,0.81,343,3.97,332,3.84,537.0,6.21,2025-04-06,2025-04-12,2025-04-09 00:00:00
2025,16,13/04 - 19/04,8507,8,0.09,51,0.6,294,3.46,317,3.73,698.0,8.21,2025-04-13,2025-04-19,2025-04-16 00:00:00
2025,17,20/04 - 26/04,8879,7,0.08,42,0.47,319,3.59,238,2.68,895.0,10.08,2025-04-20,2025-04-26,2025-04-23 00:00:00
2025,18,24/04 - 03/05,8468,6,0.07,41,0.48,306,3.61,224,2.65,967.0,11.42,2025-04-24,2025-05-03,2025-04-28 12:00:00
2025,19,04/05 - 10/05,8819,11,0.12,57,0.65,262,2.97,193,2.19,1205.0,13.66,2025-05-04,2025-05-10,2025-05-07 00:00:00
2025,20,11/05 - 17/05,8797,14,0.16,75,0.85,258,2.93,197,2.24,1214.0,13.8,2025-05-11,2025-05-17,2025-05-14 00:00:00
2025,21,18/05 - 24/05,8869,10,0.11,73,0.82,199,2.24,187,2.11,986.0,11.12,2025-05-18,2025-05-24,2025-05-21 00:00:00
2025,22,25/05 - 31/05,8238,9,0.11,68,0.83,202,2.45,179,2.17,764.0,9.27,2025-05-25,2025-05-31,2025-05-28 00:00:00
2025,23,01/06 - 07/06,8111,14,0.17,55,0.68,190,2.34,177,2.18,564.0,6.95,2025-06-01,2025-06-07,2025-06-04 00:00:00
2025,24,08/06 - 14/06,7901,10,0.13,72,0.91,130,1.65,164,2.08,386.0,4.89,2025-06-08,2025-06-14,2025-06-11 00:00:00
2025,25,15/06 - 21/06,7487,9,0.12,89,1.19,126,1.68,183,2.44,335.0,4.47,2025-06-15,2025-06-21,2025-06-18 00:00:00
2025,26,22/06 - 28/06,7532,10,0.13,93,1.23,106,1.41,162,2.15,305.0,4.05,2025-06-22,2025-06-28,2025-06-25 00:00:00
2025,27,29/06 - 05/07,7226,14,0.19,141,1.95,100,1.38,171,2.37,248.0,3.43,2025-06-29,2025-07-05,2025-07-02 00:00:00
2025,28,06/07 - 12/07,7497,12,0.16,160,2.13,98,1.31,163,2.17,191.0,2.55,2025-07-06,2025-07-12,2025-07-09 00:00:00
2025,29,13/07 - 19/07,7522,10,0.13,154,2.05,71,0.94,137,1.82,173.0,2.3,2025-07-13,2025-07-19,2025-07-16 00:00:00
2025,30,20/07 - 26/07,7409,8,0.11,178,2.4,98,1.32,135,1.82,140.0,1.89,2025-07-20,2025-07-26,2025-07-23 00:00:00
2025,31,27/07 - 02/08,7764,11,0.14,219,2.82,91,1.17,137,1.76,109.0,1.4,2025-07-27,2025-08-02,2025-07-30 00:00:00
2025,32,03/08 - 09/08,7303,9,0.12,188,2.57,64,0.88,154,2.11,90.0,1.23,2025-08-03,2025-08-09,2025-08-06 00:00:00
2025,33,10/08 - 16/08,7913,10,0.13,224,2.83,56,0.71,137,1.73,119.0,1.5,2025-08-10,2025-08-16,2025-08-13 00:00:00
2025,34,17/08 - 23/08,8047,10,0.12,213,2.65,59,0.73,149,1.85,112.0,1.39,2025-08-17,2025-08-23,2025-08-20 00:00:00
2025,35,24/08 - 30/08,8458,4,0.05,238,2.81,60,0.71,190,2.25,113.0,1.34,2025-08-24,2025-08-30,2025-08-27 00:00:00
2025,36,31/08 - 06/09,7996,11,0.14,271,3.39,53,0.66,171,2.14,88.0,1.1,2025-08-31,2025-09-06,2025-09-03 00:00:00
2025,37,07/09 - 13/09,8194,8,0.1,290,3.54,41,0.5,242,2.95,64.0,0.78,2025-09-07,2025-09-13,2025-09-10 00:00:00
2025,38,14/09 - 20/09,8459,9,0.11,282,3.33,29,0.34,260,3.07,55.0,0.65,2025-09-14,2025-09-20,2025-09-17 00:00:00
2025,39,21/09 - 27/09,7867,7,0.09,228,2.9,34,0.43,276,3.51,53.0,0.67,2025-09-21,2025-09-27,2025-09-24 00:00:00
2025,40,28/09 - 04/10,8287,5,0.06,258,3.11,34,0.41,235,2.84,48.0,0.58,2025-09-28,2025-10-04,2025-10-01 00:00:00
2025,41,05/10 - 11/10,8193,7,0.09,239,2.92,28,0.34,233,2.84,33.0,0.4,2025-10-05,2025-10-11,2025-10-08 00:00:00
2025,42,12/10 - 18/10,8723,5,0.06,211,2.42,22,0.25,272,3.12,28.0,0.32,2025-10-12,2025-10-18,2025-10-15 00:00:00
2025,43,19/10 - 25/10,8126,17,0.21,222,2.73,17,0.21,259,3.19,35.0,0.43,2025-10-19,2025-10-25,2025-10-22 00:00:00
2025,44,26/10 - 01/11,8557,7,0.08,202,2.36,23,0.27,278,3.25,18.0,0.21,2025-10-26,2025-11-01,2025-10-29 00:00:00
2025,45,02/11 - 08/11,8296,8,0.1,136,1.64,14,0.17,348,4.19,18.0,0.22,2025-11-02,2025-11-08,2025-11-05 00:00:00
2025,46,09/11 - 15/11,8283,11,0.13,97,1.17,10,0.12,426,5.14,5.0,0.06,2025-11-09,2025-11-15,2025-11-12 00:00:00
2025,47,16/11 - 22/11,8196,15,0.18,90,1.1,21,0.26,418,5.1,5.0,0.06,2025-11-16,2025-11-22,2025-11-19 00:00:00
2025,48,23/11 - 29/11,8406,20,0.24,53,0.63,14,0.17,468,5.57,8.0,0.1,2025-11-23,2025-11-29,2025-11-26 00:00:00
2025,49,30/11 - 06/12,8796,17,0.19,48,0.55,16,0.18,492,5.59,4.0,0.05,2025-11-30,2025-12-06,2025-12-03 00:00:00
2025,50,07/12 - 13/12,8720,10,0.11,34,0.39,13,0.15,519,5.95,3.0,0.03,2025-12-07,2025-12-13,2025-12-10 00:00:00
2025,51,14/12 - 20/12,8356,15,0.18,20,0.24,11,0.13,507,6.07,8.0,0.1,2025-12-14,2025-12-20,2025-12-17 00:00:00
2025,52,21/12 - 27/12,7962,9,0.11,19,0.24,14,0.18,468,5.88,2.0,0.03,2025-12-21,2025-12-27,2025-12-24 00:00:00
2026,1,28/12/2025 - 03/01,8281,5,0.06,12,0.14,20,0.24,444,5.36,4.0,0.05,2025-12-28,2026-01-03,2025-12-31 00:00:00
2026,2,04/01 - 10/01,7937,3,0.04,19,0.24,21,0.26,378,4.76,9.0,0.11,2026-01-04,2026-01-10,2026-01-07 00:00:00
2026,3,11/01 - 17/01,9044,13,0.14,22,0.24,26,0.29,373,4.12,16.0,0.18,2026-01-11,2026-01-17,2026-01-14 00:00:00
2026,4,18/01 - 24/01,8784,13,0.15,14,0.16,31,0.35,382,4.35,4.0,0.05,2026-01-18,2026-01-24,2026-01-21 00:00:00
2026,5,25/01 - 31/01,8677,15,0.17,20,0.23,30,0.35,315,3.63,3.0,0.03,2026-01-25,2026-01-31,2026-01-28 00:00:00
2026,6,01/02 - 07/02,8316,11,0.13,20,0.24,19,0.23,288,3.46,8.0,0.1,2026-02-01,2026-02-07,2026-02-04 00:00:00
2026,7,08/02 - 14/02,8146,8,0.1,22,0.27,42,0.52,295,3.62,8.0,0.1,2026-02-08,2026-02-14,2026-02-11 00:00:00
2026,8,15/02 - 21/02,7803,4,0.05,17,0.22,25,0.32,257,3.29,6.0,0.08,2026-02-15,2026-02-21,2026-02-18 00:00:00
2026,9,22/02 - 28/02,9231,5,0.05,28,0.3,71,0.77,290,3.14,7.0,0.08,2026-02-22,2026-02-28,2026-02-25 00:00:00
2026,10,01/03 - 07/03,8594,5,0.06,21,0.24,55,0.64,190,2.21,15.0,0.17,2026-03-01,2026-03-07,2026-03-04 00:00:00
2026,11,08/03 - 14/03,8512,9,0.11,52,0.61,67,0.79,210,2.47,13.0,0.15,2026-03-08,2026-03-14,2026-03-11 00:00:00
2026,12,15/03 - 21/03,8532,11,0.13,48,0.56,81,0.95,237,2.78,6.0,0.07,2026-03-15,2026-03-21,2026-03-18 00:00:00
2026,13,22/03 - 28/03,8817,13,0.15,73,0.83,79,0.9,284,3.22,8.0,0.09,2026-03-22,2026-03-28,2026-03-25 00:00:00
2026,14,29/03 - 04/04,8158,7,0.09,47,0.58,90,1.1,232,2.84,6.0,0.07,2026-03-29,2026-04-04,2026-04-01 00:00:00
2026,15,05/04 - 11/04,8188,2,0.02,50,0.61,145,1.77,203,2.48,3.0,0.04,2026-04-05,2026-04-11,2026-04-08 00:00:00
