Year,Week,Date,Specimens_Other,Adenovirus_count,Adenovirus_pct,RSV_count,RSV_pct,Metapneumovirus_count,Metapneumovirus_pct,Rhinovirus_Enterovirus_count,Rhinovirus_Enterovirus_pct,SARS_CoV_2_count,SARS_CoV_2_pct,From,To,MidDate
2019,20,12/05 - 18/05,5508,97,1.76,91,1.65,232,4.21,520,9.44,,,2019-05-12,2019-05-18,2019-05-15 00:00:00
2019,21,19/05 - 25/05,5585,79,1.41,106,1.9,239,4.28,559,10.01,,,2019-05-19,2019-05-25,2019-05-22 00:00:00
2019,22,26/05 - 01/06,5059,79,1.56,79,1.56,228,4.51,536,10.59,,,2019-05-26,2019-06-01,2019-05-29 00:00:00
2019,23,02/06 - 08/06,4818,54,1.12,77,1.6,167,3.47,451,9.36,,,2019-06-02,2019-06-08,2019-06-05 00:00:00
2019,24,09/06 - 15/06,5527,76,1.38,87,1.57,189,3.42,519,9.39,,,2019-06-09,2019-06-15,2019-06-12 00:00:00
2019,25,16/06 - 22/06,5401,85,1.57,86,1.59,152,2.81,468,8.67,,,2019-06-16,2019-06-22,2019-06-19 00:00:00
2019,26,23/06 - 29/06,5262,95,1.81,109,2.07,168,3.19,462,8.78,,,2019-06-23,2019-06-29,2019-06-26 00:00:00
2019,27,30/06 - 06/07,4800,100,2.08,79,1.65,119,2.48,390,8.13,,,2019-06-30,2019-07-06,2019-07-03 00:00:00
2019,28,07/07 - 13/07,5033,141,2.8,125,2.48,112,2.23,397,7.89,,,2019-07-07,2019-07-13,2019-07-10 00:00:00
2019,29,14/07 - 20/07,5210,119,2.28,149,2.86,89,1.71,432,8.29,,,2019-07-14,2019-07-20,2019-07-17 00:00:00
2019,30,21/07 - 27/07,4746,105,2.21,130,2.74,89,1.88,322,6.78,,,2019-07-21,2019-07-27,2019-07-24 00:00:00
2019,31,28/07 - 03/08,4508,113,2.51,140,3.11,56,1.24,287,6.37,,,2019-07-28,2019-08-03,2019-07-31 00:00:00
2019,32,04/08 - 10/08,4721,122,2.58,146,3.09,43,0.91,259,5.49,,,2019-08-04,2019-08-10,2019-08-07 00:00:00
2019,33,11/08 - 17/08,4686,73,1.56,142,3.03,42,0.9,276,5.89,,,2019-08-11,2019-08-17,2019-08-14 00:00:00
2019,34,18/08 - 24/08,4462,99,2.22,133,2.98,36,0.81,302,6.77,,,2019-08-18,2019-08-24,2019-08-21 00:00:00
2019,35,25/08 - 31/08,4370,72,1.65,139,3.18,27,0.62,247,5.65,,,2019-08-25,2019-08-31,2019-08-28 00:00:00
2019,36,01/09 - 07/09,4297,84,1.95,136,3.16,25,0.58,281,6.54,,,2019-09-01,2019-09-07,2019-09-04 00:00:00
2019,37,08/09 - 14/09,4127,64,1.55,136,3.3,18,0.44,302,7.32,,,2019-09-08,2019-09-14,2019-09-11 00:00:00
2019,38,15/09 - 21/09,5345,109,2.04,202,3.78,33,0.62,549,10.27,,,2019-09-15,2019-09-21,2019-09-18 00:00:00
2019,39,22/09 - 28/09,4904,70,1.43,140,2.85,16,0.33,553,11.28,,,2019-09-22,2019-09-28,2019-09-25 00:00:00
2019,40,29/09 - 05/10,4798,103,2.15,92,1.92,19,0.4,512,10.67,,,2019-09-29,2019-10-05,2019-10-02 00:00:00
2019,41,06/10 - 12/10,4317,77,1.78,62,1.44,7,0.16,454,10.52,,,2019-10-06,2019-10-12,2019-10-09 00:00:00
2019,42,13/10 - 19/10,4294,73,1.7,72,1.68,12,0.28,367,8.55,,,2019-10-13,2019-10-19,2019-10-16 00:00:00
2019,43,20/10 - 26/10,4743,94,1.98,68,1.43,9,0.19,403,8.5,,,2019-10-20,2019-10-26,2019-10-23 00:00:00
2019,44,27/10 - 02/11,4676,94,2.01,60,1.28,14,0.3,374,8.0,,,2019-10-27,2019-11-02,2019-10-30 00:00:00
2019,45,03/11 - 09/11,4784,86,1.8,33,0.69,17,0.36,402,8.4,,,2019-11-03,2019-11-09,2019-11-06 00:00:00
2019,46,10/11 - 16/11,4740,79,1.67,38,0.8,9,0.19,413,8.71,,,2019-11-10,2019-11-16,2019-11-13 00:00:00
2019,47,17/11 - 23/11,4781,78,1.63,19,0.4,6,0.13,376,7.86,,,2019-11-17,2019-11-23,2019-11-20 00:00:00
2019,48,24/11 - 30/11,4794,73,1.52,21,0.44,7,0.15,334,6.97,,,2019-11-24,2019-11-30,2019-11-27 00:00:00
2019,49,01/12 - 07/12,4799,63,1.31,22,0.46,4,0.08,394,8.21,,,2019-12-01,2019-12-07,2019-12-04 00:00:00
2019,50,08/12 - 14/12,5725,70,1.22,18,0.31,10,0.17,405,7.07,,,2019-12-08,2019-12-14,2019-12-11 00:00:00
2019,51,15/12 - 21/12,5974,45,0.75,19,0.32,4,0.07,453,7.58,,,2019-12-15,2019-12-21,2019-12-18 00:00:00
2019,52,22/12 - 28/12,5366,56,1.04,20,0.37,4,0.07,412,7.68,,,2019-12-22,2019-12-28,2019-12-25 00:00:00
2020,1,29/12/2019 - 04/01,,5711,43.0,,47.0,,13.0,,337.0,,,2019-12-29,2020-01-04,2020-01-01 00:00:00
2020,2,05/01 - 11/01,,6893,96.0,,68.0,,27.0,,431.0,,,2020-01-05,2020-01-11,2020-01-08 00:00:00
2020,3,12/01 - 18/01,,6342,103.0,,77.0,,20.0,,495.0,,,2020-01-12,2020-01-18,2020-01-15 00:00:00
2020,4,19/01 - 25/01,,6294,96.0,,85.0,,47.0,,476.0,,,2020-01-19,2020-01-25,2020-01-22 00:00:00
2020,5,26/01 - 01/02,,7076,77.0,,120.0,,42.0,,463.0,,,2020-01-26,2020-02-01,2020-01-29 00:00:00
2020,6,02/02 - 08/02,,5650,74.0,,70.0,,28.0,,241.0,,,2020-02-02,2020-02-08,2020-02-05 00:00:00
2020,7,09/02 - 15/02,,4965,57.0,,35.0,,16.0,,127.0,,,2020-02-09,2020-02-15,2020-02-12 00:00:00
2020,8,16/02 - 22/02,,299,12.0,,12.0,,3.0,,39.0,,,2020-02-16,2020-02-22,2020-02-19 00:00:00
2020,9,23/02 - 29/02,,318,13.0,,3.0,,3.0,,26.0,,,2020-02-23,2020-02-29,2020-02-26 00:00:00
2020,10,01/03 - 07/03,,279,11.0,,5.0,,1.0,,20.0,,,2020-03-01,2020-03-07,2020-03-04 00:00:00
2020,11,08/03 - 14/03,,321,16.0,,4.0,,3.0,,27.0,,,2020-03-08,2020-03-14,2020-03-11 00:00:00
2020,12,15/03 - 21/03,,424,18.0,,6.0,,4.0,,55.0,,,2020-03-15,2020-03-21,2020-03-18 00:00:00
2020,13,22/03 - 28/03,,359,14.0,,7.0,,2.0,,32.0,,,2020-03-22,2020-03-28,2020-03-25 00:00:00
2020,14,29/03 - 04/04,,243,9.0,,2.0,,0.0,,10.0,,,2020-03-29,2020-04-04,2020-04-01 00:00:00
2020,15,05/04 - 11/04,,227,8.0,,2.0,,0.0,,14.0,,,2020-04-05,2020-04-11,2020-04-08 00:00:00
2020,16,12/04 - 18/04,,236,10.0,,1.0,,1.0,,7.0,,,2020-04-12,2020-04-18,2020-04-15 00:00:00
2020,17,19/04 - 25/04,,243,6.0,,4.0,,1.0,,7.0,,,2020-04-19,2020-04-25,2020-04-22 00:00:00
2020,18,26/04 - 02/05,,278,7.0,,0.0,,0.0,,8.0,,,2020-04-26,2020-05-02,2020-04-29 00:00:00
2020,19,03/05 - 09/05,,241,9.0,,0.0,,0.0,,2.0,,,2020-05-03,2020-05-09,2020-05-06 00:00:00
2020,20,10/05 - 16/05,,316,6.0,,1.0,,0.0,,5.0,,,2020-05-10,2020-05-16,2020-05-13 00:00:00
2020,21,17/05 - 23/05,,319,11.0,,0.0,,0.0,,10.0,,,2020-05-17,2020-05-23,2020-05-20 00:00:00
2020,22,24/05 - 30/05,,292,4.0,,1.0,,0.0,,5.0,,,2020-05-24,2020-05-30,2020-05-27 00:00:00
2020,23,31/05 - 06/06,,345,6.0,,1.0,,0.0,,8.0,,,2020-05-31,2020-06-06,2020-06-03 00:00:00
2020,24,07/06 - 13/06,,341,7.0,,0.0,,0.0,,10.0,,,2020-06-07,2020-06-13,2020-06-10 00:00:00
2020,25,14/06 - 20/06,,341,7.0,,0.0,,0.0,,15.0,,,2020-06-14,2020-06-20,2020-06-17 00:00:00
2020,26,21/06 - 27/06,,342,8.0,,0.0,,0.0,,9.0,,,2020-06-21,2020-06-27,2020-06-24 00:00:00
2020,27,28/06 - 04/07,,323,7.0,,1.0,,0.0,,14.0,,,2020-06-28,2020-07-04,2020-07-01 00:00:00
2020,28,05/07 - 11/07,,380,10.0,,1.0,,0.0,,17.0,,,2020-07-05,2020-07-11,2020-07-08 00:00:00
2020,29,12/07 - 18/07,,369,4.0,,0.0,,0.0,,13.0,,,2020-07-12,2020-07-18,2020-07-15 00:00:00
2020,30,19/07 - 25/07,,309,3.0,,1.0,,0.0,,6.0,,,2020-07-19,2020-07-25,2020-07-22 00:00:00
2020,31,26/07 - 01/08,,297,4.0,,1.0,,0.0,,3.0,,,2020-07-26,2020-08-01,2020-07-29 00:00:00
2020,32,02/08 - 08/08,,259,3.0,,0.0,,0.0,,4.0,,,2020-08-02,2020-08-08,2020-08-05 00:00:00
2020,33,09/08 - 15/08,,269,6.0,,1.0,,0.0,,6.0,,,2020-08-09,2020-08-15,2020-08-12 00:00:00
2020,34,16/08 - 22/08,,269,6.0,,1.0,,0.0,,6.0,,,2020-08-16,2020-08-22,2020-08-19 00:00:00
2020,35,23/08 - 29/08,,294,4.0,,5.0,,0.0,,3.0,,,2020-08-23,2020-08-29,2020-08-26 00:00:00
2020,36,30/08 - 05/09,,258,4.0,,1.0,,0.0,,8.0,,,2020-08-30,2020-09-05,2020-09-02 00:00:00
2020,37,06/09 - 12/09,,295,2.0,,3.0,,0.0,,7.0,,,2020-09-06,2020-09-12,2020-09-09 00:00:00
2020,38,13/09 - 19/09,,327,4.0,,6.0,,0.0,,15.0,,,2020-09-13,2020-09-19,2020-09-16 00:00:00
2020,39,20/09 - 26/09,,351,8.0,,6.0,,0.0,,18.0,,,2020-09-20,2020-09-26,2020-09-23 00:00:00
2020,40,27/09 - 03/10,,340,5.0,,4.0,,1.0,,8.0,,,2020-09-27,2020-10-03,2020-09-30 00:00:00
2020,41,04/10 - 10/10,,363,6.0,,4.0,,0.0,,10.0,,,2020-10-04,2020-10-10,2020-10-07 00:00:00
2020,42,11/10 - 17/10,,338,9.0,,6.0,,0.0,,19.0,,,2020-10-11,2020-10-17,2020-10-14 00:00:00
2020,43,18/10 - 24/10,,406,6.0,,5.0,,0.0,,45.0,,,2020-10-18,2020-10-24,2020-10-21 00:00:00
2020,44,25/10 - 31/10,,426,10.0,,0.0,,0.0,,89.0,,,2020-10-25,2020-10-31,2020-10-28 00:00:00
2020,45,01/11 - 07/11,,469,10.0,,2.0,,0.0,,147.0,,,2020-11-01,2020-11-07,2020-11-04 00:00:00
2020,46,08/11 - 14/11,,548,8.0,,1.0,,0.0,,258.0,,,2020-11-08,2020-11-14,2020-11-11 00:00:00
2020,47,15/11 - 21/11,,523,3.0,,2.0,,0.0,,260.0,,,2020-11-15,2020-11-21,2020-11-18 00:00:00
2020,48,22/11 - 28/11,,481,8.0,,0.0,,0.0,,178.0,,,2020-11-22,2020-11-28,2020-11-25 00:00:00
2020,49,29/11 - 05/12,,392,5.0,,0.0,,1.0,,78.0,,,2020-11-29,2020-12-05,2020-12-02 00:00:00
2020,50,06/12 - 12/12,,332,0.0,,1.0,,1.0,,57.0,,,2020-12-06,2020-12-12,2020-12-09 00:00:00
2020,51,13/12 - 19/12,,305,3.0,,0.0,,0.0,,29.0,,,2020-12-13,2020-12-19,2020-12-16 00:00:00
2020,52,20/12 - 26/12,,336,6.0,,0.0,,0.0,,13.0,,,2020-12-20,2020-12-26,2020-12-23 00:00:00
2021,1,27/12/2020 - 02/01,,368,11.0,,1.0,,0.0,,26.0,,,2020-12-27,2021-01-02,2020-12-30 00:00:00
2021,2,03/01 - 09/01,,313,8.0,,1.0,,0.0,,10.0,,,2021-01-03,2021-01-09,2021-01-06 00:00:00
2021,3,10/01 - 16/01,,347,5.0,,0.0,,0.0,,12.0,,,2021-01-10,2021-01-16,2021-01-13 00:00:00
2021,4,17/01 - 23/01,,407,6.0,,0.0,,0.0,,13.0,,,2021-01-17,2021-01-23,2021-01-20 00:00:00
2021,5,24/01 - 30/01,,424,10.0,,0.0,,2.0,,15.0,,,2021-01-24,2021-01-30,2021-01-27 00:00:00
2021,6,31/01 - 06/02,,349,7.0,,0.0,,2.0,,11.0,,,2021-01-31,2021-02-06,2021-02-03 00:00:00
2021,7,07/02 - 13/02,,380,10.0,,1.0,,3.0,,17.0,,,2021-02-07,2021-02-13,2021-02-10 00:00:00
2021,8,14/02 - 20/02,,430,10.0,,2.0,,0.0,,23.0,,,2021-02-14,2021-02-20,2021-02-17 00:00:00
2021,9,21/02 - 27/02,,423,5.0,,0.0,,1.0,,16.0,,,2021-02-21,2021-02-27,2021-02-24 00:00:00
2021,10,28/02 - 06/03,,403,5.0,,0.0,,0.0,,17.0,,,2021-02-28,2021-03-06,2021-03-03 00:00:00
2021,11,07/03 - 13/03,,429,7.0,,1.0,,0.0,,27.0,,,2021-03-07,2021-03-13,2021-03-10 00:00:00
2021,12,14/03 - 20/03,,435,8.0,,0.0,,0.0,,44.0,,,2021-03-14,2021-03-20,2021-03-17 00:00:00
2021,13,21/03 - 27/03,,417,8.0,,0.0,,0.0,,44.0,,,2021-03-21,2021-03-27,2021-03-24 00:00:00
2021,14,28/03 - 03/04,,506,9.0,,0.0,,0.0,,75.0,,,2021-03-28,2021-04-03,2021-03-31 00:00:00
2021,15,04/04 - 10/04,,459,4.0,,1.0,,1.0,,55.0,,,2021-04-04,2021-04-10,2021-04-07 00:00:00
2021,16,11/04 - 17/04,,489,11.0,,0.0,,3.0,,50.0,,,2021-04-11,2021-04-17,2021-04-14 00:00:00
2021,17,18/04 - 24/04,,401,5.0,,1.0,,2.0,,65.0,,,2021-04-18,2021-04-24,2021-04-21 00:00:00
2021,18,25/04 - 01/05,,300,7.0,,1.0,,1.0,,70.0,,,2021-04-25,2021-05-01,2021-04-28 00:00:00
2021,19,02/05 - 08/05,,279,2.0,,0.0,,0.0,,70.0,,,2021-05-02,2021-05-08,2021-05-05 00:00:00
2021,20,09/05 - 15/05,,257,3.0,,0.0,,0.0,,66.0,,,2021-05-09,2021-05-15,2021-05-12 00:00:00
2021,21,16/05 - 22/05,,174,4.0,,0.0,,0.0,,52.0,,,2021-05-16,2021-05-22,2021-05-19 00:00:00
2021,22,23/05 - 29/05,,154,1.0,,1.0,,0.0,,34.0,,,2021-05-23,2021-05-29,2021-05-26 00:00:00
2021,23,30/05 - 05/06,,152,4.0,,0.0,,1.0,,31.0,,,2021-05-30,2021-06-05,2021-06-02 00:00:00
2021,24,06/06 - 12/06,,135,2.0,,1.0,,0.0,,24.0,,,2021-06-06,2021-06-12,2021-06-09 00:00:00
2021,25,13/06 - 19/06,,131,3.0,,2.0,,0.0,,39.0,,,2021-06-13,2021-06-19,2021-06-16 00:00:00
2021,26,20/06 - 26/06,,142,3.0,,1.0,,0.0,,31.0,,,2021-06-20,2021-06-26,2021-06-23 00:00:00
2021,27,27/06 - 03/07,,146,7.0,,0.0,,0.0,,28.0,,,2021-06-27,2021-07-03,2021-06-30 00:00:00
2021,28,04/07 - 10/07,,153,8.0,,1.0,,0.0,,25.0,,,2021-07-04,2021-07-10,2021-07-07 00:00:00
2021,29,11/07 - 17/07,,136,3.0,,0.0,,0.0,,33.0,,,2021-07-11,2021-07-17,2021-07-14 00:00:00
2021,30,18/07 - 24/07,,155,2.0,,1.0,,0.0,,24.0,,,2021-07-18,2021-07-24,2021-07-21 00:00:00
2021,31,25/07 - 31/07,,160,4.0,,1.0,,0.0,,27.0,,,2021-07-25,2021-07-31,2021-07-28 00:00:00
2021,32,01/08 - 07/08,,135,3.0,,2.0,,0.0,,11.0,,,2021-08-01,2021-08-07,2021-08-04 00:00:00
2021,33,08/08 - 14/08,,154,5.0,,2.0,,0.0,,12.0,,,2021-08-08,2021-08-14,2021-08-11 00:00:00
2021,34,15/08 - 21/08,,144,6.0,,3.0,,0.0,,17.0,,,2021-08-15,2021-08-21,2021-08-18 00:00:00
2021,35,22/08 - 28/08,,155,0.0,,3.0,,0.0,,22.0,,,2021-08-22,2021-08-28,2021-08-25 00:00:00
2021,36,29/08 - 04/09,,150,8.0,,6.0,,0.0,,26.0,,,2021-08-29,2021-09-04,2021-09-01 00:00:00
2021,37,05/09 - 11/09,,181,2.0,,1.0,,0.0,,25.0,,,2021-09-05,2021-09-11,2021-09-08 00:00:00
2021,38,12/09 - 18/09,,203,4.0,,2.0,,0.0,,39.0,,,2021-09-12,2021-09-18,2021-09-15 00:00:00
2021,39,19/09 - 25/09,,214,2.0,,2.0,,0.0,,66.0,,,2021-09-19,2021-09-25,2021-09-22 00:00:00
2021,40,26/09 - 02/10,,250,3.0,,9.0,,0.0,,89.0,,,2021-09-26,2021-10-02,2021-09-29 00:00:00
2021,41,03/10 - 09/10,,246,3.0,,9.0,,0.0,,69.0,,,2021-10-03,2021-10-09,2021-10-06 00:00:00
2021,42,10/10 - 16/10,,304,9.0,,7.0,,0.0,,70.0,,,2021-10-10,2021-10-16,2021-10-13 00:00:00
2021,43,17/10 - 23/10,,308,10.0,,13.0,,1.0,,56.0,,,2021-10-17,2021-10-23,2021-10-20 00:00:00
2021,44,24/10 - 30/10,,328,6.0,,9.0,,0.0,,93.0,,,2021-10-24,2021-10-30,2021-10-27 00:00:00
2021,45,31/10 - 06/11,,344,7.0,,10.0,,0.0,,96.0,,,2021-10-31,2021-11-06,2021-11-03 00:00:00
2021,46,07/11 - 13/11,,298,3.0,,11.0,,0.0,,77.0,,,2021-11-07,2021-11-13,2021-11-10 00:00:00
2021,47,14/11 - 20/11,,342,4.0,,12.0,,0.0,,89.0,,,2021-11-14,2021-11-20,2021-11-17 00:00:00
2021,48,21/11 - 27/11,,360,5.0,,23.0,,0.0,,94.0,,,2021-11-21,2021-11-27,2021-11-24 00:00:00
2021,49,28/11 - 04/12,,395,7.0,,30.0,,0.0,,87.0,,,2021-11-28,2021-12-04,2021-12-01 00:00:00
2021,50,05/12 - 11/12,,418,7.0,,37.0,,0.0,,89.0,,,2021-12-05,2021-12-11,2021-12-08 00:00:00
2021,51,12/12 - 18/12,,413,4.0,,32.0,,0.0,,77.0,,,2021-12-12,2021-12-18,2021-12-15 00:00:00
2021,52,19/12 - 25/12,,534,5.0,,66.0,,0.0,,132.0,,,2021-12-19,2021-12-25,2021-12-22 00:00:00
2022,1,26/12/2021 - 01/01,,462,7.0,,50.0,,0.0,,87.0,,,2021-12-26,2022-01-01,2021-12-29 00:00:00
2022,2,02/01 - 08/01,,585,12.0,,34.0,,0.0,,81.0,,,2022-01-02,2022-01-08,2022-01-05 00:00:00
2022,3,09/01 - 15/01,,563,6.0,,41.0,,0.0,,101.0,,,2022-01-09,2022-01-15,2022-01-12 00:00:00
2022,4,16/01 - 22/01,,443,11.0,,35.0,,0.0,,64.0,,,2022-01-16,2022-01-22,2022-01-19 00:00:00
2022,5,23/01 - 29/01,,450,18.0,,22.0,,1.0,,38.0,,,2022-01-23,2022-01-29,2022-01-26 00:00:00
2022,6,30/01 - 05/02,,430,10.0,,16.0,,0.0,,23.0,,,2022-01-30,2022-02-05,2022-02-02 00:00:00
2022,7,06/02 - 12/02,,488,6.0,,12.0,,0.0,,18.0,,,2022-02-06,2022-02-12,2022-02-09 00:00:00
2022,8,13/02 - 19/02,,786,7.0,,3.0,,0.0,,13.0,,,2022-02-13,2022-02-19,2022-02-16 00:00:00
2022,9,20/02 - 26/02,,881,1.0,,1.0,,0.0,,10.0,,,2022-02-20,2022-02-26,2022-02-23 00:00:00
2022,10,27/02 - 05/03,,777,6.0,,2.0,,0.0,,9.0,,,2022-02-27,2022-03-05,2022-03-02 00:00:00
2022,11,06/03 - 12/03,,594,3.0,,0.0,,0.0,,7.0,,,2022-03-06,2022-03-12,2022-03-09 00:00:00
2022,12,13/03 - 19/03,,403,6.0,,0.0,,0.0,,7.0,,,2022-03-13,2022-03-19,2022-03-16 00:00:00
2022,13,20/03 - 26/03,,290,3.0,,0.0,,0.0,,1.0,,,2022-03-20,2022-03-26,2022-03-23 00:00:00
2022,14,27/03 - 02/04,,297,3.0,,0.0,,0.0,,0.0,,,2022-03-27,2022-04-02,2022-03-30 00:00:00
2022,15,03/04 - 09/04,,246,6.0,,0.0,,0.0,,1.0,,,2022-04-03,2022-04-09,2022-04-06 00:00:00
2022,16,10/04 - 16/04,,280,9.0,,0.0,,0.0,,0.0,,,2022-04-10,2022-04-16,2022-04-13 00:00:00
2022,17,17/04 - 23/04,,279,7.0,,1.0,,0.0,,0.0,,,2022-04-17,2022-04-23,2022-04-20 00:00:00
2022,18,24/04 - 30/04,,363,11.0,,0.0,,0.0,,0.0,,,2022-04-24,2022-04-30,2022-04-27 00:00:00
2022,19,01/05 - 07/05,,391,14.0,,0.0,,0.0,,2.0,,,2022-05-01,2022-05-07,2022-05-04 00:00:00
2022,20,08/05 - 14/05,,392,9.0,,1.0,,1.0,,0.0,,,2022-05-08,2022-05-14,2022-05-11 00:00:00
2022,21,15/05 - 21/05,,412,9.0,,2.0,,0.0,,3.0,,,2022-05-15,2022-05-21,2022-05-18 00:00:00
2022,22,22/05 - 28/05,,396,3.0,,0.0,,2.0,,2.0,,,2022-05-22,2022-05-28,2022-05-25 00:00:00
2022,23,29/05 - 04/06,,423,2.0,,2.0,,0.0,,18.0,,,2022-05-29,2022-06-04,2022-06-01 00:00:00
2022,24,05/06 - 11/06,,641,5.0,,0.0,,0.0,,63.0,,,2022-06-05,2022-06-11,2022-06-08 00:00:00
2022,25,12/06 - 18/06,,623,4.0,,2.0,,0.0,,132.0,,,2022-06-12,2022-06-18,2022-06-15 00:00:00
2022,26,19/06 - 25/06,,763,5.0,,0.0,,2.0,,210.0,,,2022-06-19,2022-06-25,2022-06-22 00:00:00
2022,27,26/06 - 02/07,,617,9.0,,0.0,,1.0,,194.0,,,2022-06-26,2022-07-02,2022-06-29 00:00:00
2022,28,03/07 - 09/07,,829,12.0,,3.0,,1.0,,166.0,,,2022-07-03,2022-07-09,2022-07-06 00:00:00
2022,29,10/07 - 16/07,,654,2.0,,0.0,,0.0,,82.0,,,2022-07-10,2022-07-16,2022-07-13 00:00:00
2022,30,17/07 - 23/07,,516,1.0,,0.0,,1.0,,44.0,,,2022-07-17,2022-07-23,2022-07-20 00:00:00
2022,31,24/07 - 30/07,,537,4.0,,1.0,,1.0,,51.0,,,2022-07-24,2022-07-30,2022-07-27 00:00:00
2022,32,31/07 - 06/08,,544,4.0,,0.0,,0.0,,40.0,,,2022-07-31,2022-08-06,2022-08-03 00:00:00
2022,33,07/08 - 13/08,,569,3.0,,0.0,,0.0,,41.0,,,2022-08-07,2022-08-13,2022-08-10 00:00:00
2022,34,14/08 - 20/08,,634,1.0,,2.0,,1.0,,31.0,,,2022-08-14,2022-08-20,2022-08-17 00:00:00
2022,35,21/08 - 27/08,,658,5.0,,1.0,,0.0,,42.0,,,2022-08-21,2022-08-27,2022-08-24 00:00:00
2022,36,28/08 - 03/09,,707,4.0,,1.0,,2.0,,51.0,,,2022-08-28,2022-09-03,2022-08-31 00:00:00
2022,37,04/09 - 10/09,,625,3.0,,0.0,,1.0,,24.0,,,2022-09-04,2022-09-10,2022-09-07 00:00:00
2022,38,11/09 - 17/09,,552,4.0,,0.0,,3.0,,41.0,,,2022-09-11,2022-09-17,2022-09-14 00:00:00
2022,39,18/09 - 24/09,,588,8.0,,2.0,,1.0,,56.0,,,2022-09-18,2022-09-24,2022-09-21 00:00:00
2022,40,25/09 - 01/10,,448,3.0,,2.0,,2.0,,57.0,,,2022-09-25,2022-10-01,2022-09-28 00:00:00
2022,41,02/10 - 08/10,,577,4.0,,2.0,,3.0,,110.0,,,2022-10-02,2022-10-08,2022-10-05 00:00:00
2022,42,09/10 - 15/10,,694,6.0,,2.0,,5.0,,112.0,,,2022-10-09,2022-10-15,2022-10-12 00:00:00
2022,43,16/10 - 22/10,,617,7.0,,3.0,,1.0,,109.0,,,2022-10-16,2022-10-22,2022-10-19 00:00:00
2022,44,23/10 - 29/10,,626,11.0,,3.0,,1.0,,94.0,,,2022-10-23,2022-10-29,2022-10-26 00:00:00
2022,45,30/10 - 05/11,,564,10.0,,7.0,,0.0,,106.0,,,2022-10-30,2022-11-05,2022-11-02 00:00:00
2022,46,06/11 - 12/11,,587,1.0,,10.0,,3.0,,75.0,,,2022-11-06,2022-11-12,2022-11-09 00:00:00
2022,47,13/11 - 19/11,,664,8.0,,19.0,,9.0,,80.0,,,2022-11-13,2022-11-19,2022-11-16 00:00:00
2022,48,20/11 - 26/11,,657,4.0,,27.0,,7.0,,77.0,,,2022-11-20,2022-11-26,2022-11-23 00:00:00
2022,49,27/11 - 03/12,,667,6.0,,33.0,,9.0,,69.0,,,2022-11-27,2022-12-03,2022-11-30 00:00:00
2022,50,04/12 - 10/12,,694,6.0,,46.0,,8.0,,73.0,,,2022-12-04,2022-12-10,2022-12-07 00:00:00
2022,51,11/12 - 17/12,,656,10.0,,66.0,,9.0,,80.0,,,2022-12-11,2022-12-17,2022-12-14 00:00:00
2022,52,18/12 - 24/12,,774,3.0,,61.0,,5.0,,49.0,,,2022-12-18,2022-12-24,2022-12-21 00:00:00
2022,53,25/12 - 31/12,,1460,2.0,,28.0,,2.0,,21.0,,,2022-12-25,2022-12-31,2022-12-28 00:00:00
2023,1,01/01 - 07/01,1724,1,0.06,27,1.57,6,0.35,15,15.0,17.0,0.99,2023-01-01,2023-01-07,2023-01-04 00:00:00
2023,2,08/01 - 14/01,3143,5,0.16,45,1.43,5,0.16,21,21.0,23.0,0.73,2023-01-08,2023-01-14,2023-01-11 00:00:00
2023,3,15/01 - 21/01,2455,6,0.24,58,2.36,4,0.16,11,11.0,11.0,0.45,2023-01-15,2023-01-21,2023-01-18 00:00:00
2023,4,22/01 - 28/01,1465,0,0.0,52,3.55,2,0.14,16,16.0,16.0,1.09,2023-01-22,2023-01-28,2023-01-25 00:00:00
2023,5,29/01 - 04/02,1814,1,0.06,70,3.86,6,0.33,20,17.0,20.0,1.1,2023-01-29,2023-02-04,2023-02-01 00:00:00
2023,6,05/02 - 11/02,1859,3,0.16,61,3.28,10,0.54,15,15.0,15.0,0.81,2023-02-05,2023-02-11,2023-02-08 00:00:00
2023,7,12/02 - 18/02,1725,3,0.17,82,4.75,9,0.52,28,27.0,28.0,1.62,2023-02-12,2023-02-18,2023-02-15 00:00:00
2023,8,19/02 - 25/02,1651,3,0.18,69,4.18,7,0.42,23,22.0,24.0,1.45,2023-02-19,2023-02-25,2023-02-22 00:00:00
2023,9,26/02 - 04/03,1442,2,0.14,44,3.05,6,0.42,40,40.0,40.0,2.77,2023-02-26,2023-03-04,2023-03-01 00:00:00
2023,10,05/03 - 11/03,1512,2,0.13,37,2.45,3,0.2,42,41.0,54.0,3.57,2023-03-05,2023-03-11,2023-03-08 00:00:00
2023,11,12/03 - 18/03,1705,1,0.06,32,1.88,7,0.41,61,59.0,90.0,5.28,2023-03-12,2023-03-18,2023-03-15 00:00:00
2023,12,19/03 - 25/03,2102,4,0.19,55,2.62,14,0.67,86,84.0,117.0,5.57,2023-03-19,2023-03-25,2023-03-22 00:00:00
2023,13,26/03 - 01/04,2412,8,0.33,57,2.36,10,0.41,107,106.0,151.0,6.26,2023-03-26,2023-04-01,2023-03-29 00:00:00
2023,14,02/04 - 08/04,2886,5,0.17,81,2.81,13,0.45,67,66.0,168.0,5.82,2023-04-02,2023-04-08,2023-04-05 00:00:00
